,1433BETA,1433EPSILON,1433ZETA,4EBP1,4EBP1_pS65,4EBP1_pT37T46,4EBP1_pT70,53BP1,ACC1,ACC_pS79,ACETYLATUBULINLYS40,ACSL1,ACVRL1,ADAR1,AKT,AKT_pS473,AKT_pT308,ALKBH5,AMPK-a2_pS345,AMPKALPHA,AMPKALPHA_pT172,ANNEXIN1,ANNEXINVII,AR,ARAF,ARAF_pS299,ARID1A,ASNS,ATM,ATM_pS1981,ATP5A,ATP5H,ATR,ATRX,ATR_pS428,AXL,AceCS1,Akt2,Akt2_pS474,Ambra1_pS52,Atg3,Atg4B,Atg5,Atg7,Aurora-A,Aurora-ABC_pT288_pT232_pT198,Aurora-B,B7-H3,B7-H4,BAD_pS112,BAK,BAP1C4,BAX,BCL2,BCL2A1,BCLXL,BECLIN,BETACATENIN,BID,BIM,BMK1-Erk5_pT218_Y220,BRAF,BRAF_pS445,BRCA2,BRD4,BiP-GRP78,CABL,CASPASE3,CASPASE7CLEAVEDD198,CASPASE8,CAVEOLIN1,CD134,CD171,CD20,CD26,CD29,CD31,CD38,CD4,CD44,CD45,CD49B,CD86,CDK1,CDK1_pT14,CDK1_pY15,CDT1,CHD1L,CHK1,CHK1_pS296,CHK1_pS345,CHK2,CHK2_pT68,CIAP,CIITA,CJUN_pS73,CKIT,CLAUDIN7,CMET,CMET_pY1235,CMYC,COG3,COLLAGENVI,CRAF,CRAF_pS338,CREB_pS133,CSK,CYCLINB1,CYCLIND1,CYCLINE1,CYCLINE2,Calnexin,Caspase-8-cleaved,Cdc42,Cdc6,Connexin-43,Coup-TFII,Cox-IV,Cox2,Creb,CtIP,Cyclin-D3,Cyclophilin-F,D-a-Tubulin,DAPK1_pS308,DAPK2,DDB-1,DDR1,DDR1_pY513,DIRAS3,DJ1,DM-Histone-H3,DM-K9-Histone-H3,DNA-Ligase-IV,DNA_POLG,DNMT1,DRP1,DUSP4,DUSP6,DVL3,ECADHERIN,EEF2,EEF2K,EGFR,EGFR_pY1068,EGFR_pY1173,EIF4E,EIF4G,EMA,ENY2,EPPK1,ERALPHA,ERALPHA_pS118,ERCC1,ERCC5,ERK2,ERRalpha,ETS1,EVI1,Elk1_pS383,Enolase-1,Enolase-2,EphA2,EphA2_pS897,EphA2_pY588,Erk5,FAK,FAK_pY397,FASN,FGF-basic,FIBRONECTIN,FN14,FOXM1,FOXO3A,FOXO3A_pS318S321,FRS2-alpha_pY196,FTO,G6PD,GAB2,GAPDH,GATA3,GATA6,GCLC,GCLM,GCN5L2,GRB7,GSK-3B,GSK3ALPHABETA,GSK3ALPHABETA_pS21S9,GSK3_pS9,Gli1,Gli3,Glucocorticoid-Receptor,Glutamate-D1-2,Glutaminase,Granzyme-B,Grp75,H2AX_pS139,H2AX_pS140,HER2,HER2_pY1248,HER3,HER3_pY1289,HEREGULIN,HES1,HLA-DQA1,HMHA1,HSP27,HSP27_pS82,HSP60,HSP70,Hexokinase-I,Hexokinase-II,Histone-H3,Histone-H3_pS10,IDO,IGF1R_pY1135Y1136,IGFBP2,IGFBP3,IGFRb,IL-6,IMP3,INPP4B,IR-b,IRF-3,IRF-3_pS396,IRF1,IRS1,IRS2,JAB1,JAK2,JNK2,JNK_pT183Y185,Jagged1,KAP1,KU80,LAD1,LC3A-B,LCK,LKB1,LRP6_pS1490,Lasu1,Lyn,MAPK_pT202Y204,MCT4,MDM2_pS166,MEK1,MEK1_pS217S221,MEK2,MERIT40,MERIT40_pS29,METTL3,MIF,MIG6,MITF,MLH1,MLKL,MMP14,MMP2,MR1,MRAP,MRE11,MSH2,MSH6,MSI2,MTCO1,MTOR,MTOR_pS2448,MTSS1,MYH11,MYOSINIIA,MYOSINIIA_pS1943,Mcl-1,MelanA,Melanoma-gp100,Mitofusin-1,Mitofusin-2,Mnk1,Myt1,NCADHERIN,NDRG1_pT346,NDUFB4,NF2,NFKBP65_pS536,NOTCH1,NQO1,NRAS,Notch1-cleaved,Notch3,Oct-4,P16INK4A,P21,P27,P27_pT157,P27_pT198,P38MAPK,P38_pT180Y182,P53,P62LCKLIGAND,P70S6K1,P70S6K_pT389,P90RSK,P90RSK_pT359S363,PAI1,PAICS,PAK1,PAK4,PAR,PARG,PARP1,PARPCLEAVED,PAX6,PAX8,PAXILLIN,PCADHERIN,PCNA,PDCD4,PDGFRB,PDH,PDHA1,PDHK1,PDK1,PDK1_pS241,PDL1,PEA15,PEA15_pS116,PERK,PGM1,PHGDH,PHLPP,PI3K-p110-b,PI3KP110ALPHA,PI3KP85,PKA-a,PKC-a-b-II_pT638_T641,PKCALPHA,PKCALPHA_pS657,PKCDELTA_pS664,PKCPANBETAII_pS660,PLC-gamma1,PLC-gamma2_pY759,PLK1,PMS2,PR,PRAS40,PRAS40_pT246,PRC1_pT481,PRDX1,PREX1,PTEN,PTPN12,Patched,Porin,Puma,Pyk2_pY402,RAB11,RAB25,RAD50,RAD51,RAPTOR,RB,RBM15,RB_pS807S811,RICTOR,RICTOR_pT1135,RIP,RIP3,RPA32,RPA32_pS4_S8,RRM1,RRM2,RSK1,Rad23A,Rheb,S100A4,S6,S6_pS235S236,S6_pS240S244,SCD1,SDHA,SETD2,SF2,SFRP1,SGK1,SGK3,SHC_pY317,SHP2,SHP2_pY542,SIRP-alpha,SLC1A5,SMAC,SMAD1,SMAD3,SMAD4,SNAIL,SOD1,SOD2,SRC,SRC_pY416,SRC_pY527,STAT3_pY705,STAT5ALPHA,STATHMIN,STING,SYK,Slfn11,Sox2,Stat3,TAZ,TFAM,TFRC,TIGAR,TRANSGLUTAMINASE,TRAP1,TRIM24,TRIM25,TRIP13,TSC1,TUBERIN,TUBERIN_pT1462,TUFM,Tau,Twist,Tyro3,U-Histone-H2B,UBAC1,UBQLN4,UGT1A,ULK1_pS757,UQCRC2,UVRAG,VASP,VAV1,VEGFR2,VHL,Vinculin,WIPI1,WIPI2,WTAP,Wee1,Wee1_pS642,XBP1,XIAP,XPA,XPF,XRCC1,YAP,YAP_pS127,YB1,YB1_pS102,YTHDF2,YTHDF3,ZAP-70,ZEB1,b-Actin,b-Catenin_pT41_S45,c-Abl_pY412,c-IAP2,cGAS,cdc25C,eIF4E_pS209,p38-a,p44-42-MAPK,p90RSK_pT573
TCGA-EW-A1PG,-0.060208,0.14513,-0.11679,-0.57483,-0.27048,-0.13979,-0.13195,-0.48938,-0.097629,0.093975,-0.71164,-0.06030989,0.055466,-0.25871,-0.036395,-0.21747,-0.17959,-0.4014951,-0.6232149,0.53412,0.45634,0.32279,0.22503,1.2762,0.24789,-0.097241,0.10272,-0.53401,-0.18189,-0.608795,-0.8441205,0.6426151,0.3777171,-0.6402625,-0.6910361,0.36574,0.3395996,-0.9323448,-0.7394104,-0.6644957,-0.7332699,-0.4992004,0.06866006,-0.5694998,0.3617402,0.4779802,-0.5109762,0.01709924,0.05702482,-0.022112,-0.2761,-0.54327,-0.52039,1.0252,0.3267,-0.45128,0.033714,-0.24042,-0.019387,0.18012,-0.5807598,-0.88488,-0.11899,0.019472,-0.20415,-0.4811654,0.098865,-0.16702,-0.61331,-0.13725,1.6751,0.5635987,-0.9229899,0.070307,0.043967,-0.5657602,0.32978,0.5309502,0.2831589,0.164215,-0.46539,0.34556,0.1099701,0.17223,-1.36276,-0.047158,0.3894847,-0.3654917,0.086918,0.26114,-0.1888,-0.52988,-0.10725,0.031046,0.3768402,0.21734,1.2503,0.042598,-0.018615,0.043865,-0.22718,-0.040964,1.546,-0.095152,-0.014886,-0.01084771,0.2188801,-1.3527,0.1206,-1.1113,-0.36644,0.4068399,0.6547051,-0.6554101,0.34489,-0.04525011,-0.05125985,-0.0827305,0.5377102,0.354939,0.3955848,-0.62216,-0.9445001,-0.008724854,-0.9194599,-0.5740751,-0.5984199,0.2953744,0.4827601,0.060988,0.33569,0.7753348,-0.7467649,-0.0435151,0.6729401,0.33677,0.2583886,1.4365,0.3646398,-0.39979,-0.41014,-0.97941,-0.5416,-0.12891,0.4894,0.50189,0.074487,-0.49478,0.4225497,-0.38108,2.0628,1.5187,-0.28998,-0.20009,-0.2358,0.0311,0.380335,-0.065993,0.4691445,0.5586552,0.2710549,0.3521052,0.6394502,-0.5301998,-0.7488083,0.5778102,1.0109,-0.7883165,1.3964,1.958915,1.1706,-0.6557548,-0.634,0.058695,0.12897,0.4957502,-0.1632298,-0.16552,-0.20422,-1.4242,1.5714,0.42155,-0.6310149,-0.4552498,-0.23147,-0.6424106,0.2112293,-0.28837,-0.88913,-0.78121,-0.2355402,-0.620601,0.7943552,0.971419,-0.4795299,0.4947151,-0.2285949,-0.6202899,-0.7598749,-0.13808,0.15786,-0.23924,0.20271,0.050245,0.2354299,0.0005387832,0.2830497,-0.4727649,0.1884601,0.1750149,0.75358,0.3956499,-0.9326914,1.30289,1.145825,0.06672466,0.27857,0.17692,-0.7629202,0.2858002,-0.3287752,-0.69629,1.976,-0.5745899,-0.6293646,-0.5300304,-0.16785,0.085238,0.3921597,0.034288,-0.10595,0.041949,0.18087,-0.3950943,-0.7474654,-0.11518,0.2817752,-0.1341451,-0.0019761,0.20501,-0.5917149,-1.296965,0.3225651,1.1633,-1.07824,0.1186252,0.094772,0.29903,-0.1993603,0.03301452,-0.4421698,-0.6805898,0.3302702,0.09372,0.1125248,-0.96309,-0.81669,-0.0279299,0.3433773,-0.503775,-0.6173398,0.23266,-0.45106,-0.73059,-0.5851548,-0.9975015,-0.2369,-0.16089,-0.535765,2.5115,-0.009724,0.21779,0.3051491,0.3621651,0.6324301,0.3119414,0.23448,-0.01865106,-0.8315001,-0.0058774,0.66489,0.4977102,-0.15085,-1.3459,-0.080525,-1.078205,0.060861,-0.2917851,-0.4503899,-0.1978549,-0.040513,0.024505,0.3843,-0.01644,-0.032343,0.083316,0.16532,-0.035433,-0.13476,-0.59736,0.10303,-0.084054,-0.015406,0.63027,0.2683702,-0.05671027,-0.162755,-0.0767403,0.3391699,,-0.12765,0.5785601,0.2000138,0.10104,-0.22099,-0.5965,0.61578,1.063705,-0.426696,0.5776245,-0.3721798,0.026053,0.025528,0.043175,0.18625,-0.69047,0.4194995,-0.1823805,-0.1533205,-0.007219841,-0.4677099,0.047521,-0.018127,0.01716502,-0.4008498,-0.052901,0.19816,-0.13503,-0.2248,-0.3008907,0.451095,-0.3952399,0.1804802,0.090605,-0.2564998,-0.39863,0.1986201,-0.23691,0.41176,-0.084713,0.0,-0.5980599,-0.2583598,0.6383152,-0.7645054,0.60424,0.96298,-0.084331,-0.29171,0.15419,-0.09524,-0.71607,-0.49646,1.0336,0.063345,-1.186285,-0.6326706,0.09844513,-0.6555209,-0.6992051,-0.8477365,-0.6506677,-0.3835449,-0.5535499,-0.6632848,-1.0248,0.34932,0.55518,-0.22758,-0.2047098,-0.036003,0.057215,-0.2453459,0.5378694,0.3411751,0.40757,0.7014299,0.58169,-0.7556255,-0.38573,-0.14716,0.09923,-0.056775,-0.023852,0.055776,-0.7250113,0.2971649,-0.19492,-0.25701,0.28804,1.1455,0.40966,0.020362,0.9568952,-0.62477,-0.2577799,-0.5347601,0.261737,0.032393,0.1136338,-1.6447,-0.2044,-0.54163,-1.04713,-0.9406471,-0.2758956,0.2991452,-0.097354,-0.18898,-0.49935,0.2276601,-0.6526549,-0.4345298,0.1511096,1.744585,0.178855,-0.2434499,-0.5773148,-0.7144978,-0.6737199,-0.7124698,0.6003798,0.05758426,0.18069,0.2246402,0.6432497,-0.1636399,-0.4863148,-0.1622806,-0.776576,0.6954699,-0.030769,0.4291796,0.3754852,0.3029875,-0.034406,-0.029052,0.53437,-0.13456,-0.086735,-0.4260249,-1.07275,0.463603,0.5532084,0.1608499,0.4239752,0.7574794,-0.613865,-0.7254898,-0.8009148,0.5424498,-0.588931,0.5376551,0.32892
TCGA-A2-A25D,0.060393,-0.0085999,1.1671,0.46352,-0.43996,-0.033853,0.16148,-0.28127,1.7726,0.90101,-1.4621,-0.0144745355307994,0.041031,0.0010344,-0.22217,-1.0714,-1.3611,-0.188799705967016,0.0166604110015622,-0.53341,-0.26953,-0.3007,-0.21516,2.0876,0.25446,0.23029,0.24163,-0.1402,-0.45531,-0.213739639736808,-0.0192951394005241,0.0240504803509349,-0.042937530964196,-0.302117133791384,-0.0755007484946749,0.24904,-0.323245004236861,-0.0096594941759059,-0.321375056430831,-0.179690338429003,0.0042354409021969,0.266664987237431,0.766405412899052,0.0471655039785894,-0.0937144960214107,-0.142734486109406,-0.0594408020056053,-0.257625410628917,1.18079016926651,-0.15848,-0.30889,-0.25191,0.63553,0.48436,0.040883,0.012826,0.037724,-2.1891,0.15489,0.20446,-0.0415044623719116,-0.080206,0.46143,0.0073118,-0.052992,-0.191160051986025,0.016697,-0.016517,1.0001,0.068482,0.71119,0.163474066461137,-0.225834518548694,-0.064031,-0.0014816,-0.107044848278777,0.14541,0.347755514791685,1.29107424621273,0.292290382617186,0.488605338662994,-0.3678,-0.146674506695877,-0.32631,-0.104164488743365,0.043317,0.173110057496546,-0.557316325513296,0.026138,0.17315,-0.11527,-0.13763,0.041156,0.1974,0.24095550751364,0.0064228,-0.042167,0.014488,0.0034338,-0.06697,-0.080624,-0.08399,1.4184,0.018462,-0.055525,-0.263882358778008,0.248465469667805,-0.05228,-0.0041538,-0.88683,-0.15924,0.0215252504946816,0.300210422126574,0.264745285637239,0.0100253889854757,-0.604994761774022,0.122365505226254,0.958504851034047,-0.0507544887433655,0.135074386694943,-0.167249830733492,0.534645388985476,1.88237521930306,-0.206659500934091,-0.226994546759784,0.0059502828040007,0.415475437644406,0.138509736049633,-0.0321045163999377,0.15378,0.50529,0.162300119048003,0.0050704733848059,-0.563839746481464,0.275795423920092,-0.280074628343203,0.0033839360802438,-0.080995,-0.293024827276421,-0.59488,-3.2085,-0.97594,-0.19539,-0.53613,-0.21408,0.23955,0.40004,0.16449,0.582785077207915,0.15505,1.4961,1.4925,-0.181,-0.124,-0.018319,-0.62704,-0.276209617382814,-0.31204,0.251789902786134,-0.0917894909527722,0.247750271297759,-0.423389485407595,-0.17182449248636,-0.131464488743365,-0.380332988847866,-0.204954486109406,0.18499550266161,-0.368101101133069,2.736,0.121100505824094,0.7876,0.0042505116465299,-0.46383,0.094865,-0.22182,-0.192464484237909,-0.472104489575142,-0.028099,0.16334,-0.32973,2.4033,0.1199,-0.257449513306769,0.0930055064046044,0.44779,-0.310025269157633,-0.388985367030684,-0.23437,-0.68505,-1.5441,-0.0574048921549861,-0.615865638466286,0.396240503328764,1.26996437414899,-0.245344552790163,0.453620411001562,0.5540104425051,0.07703546710316,-0.0282995543410805,-0.23952,0.011946,0.11085,0.027583,-0.14331,1.35227527420031,0.504484136468956,0.539605012606611,-0.0516695482413858,0.342975499819706,1.13800028845315,0.26294,-0.257644737513874,-0.161576049155732,0.568495333672335,0.494420378285017,1.22718001677416,0.097453,0.78475,-0.116984813621423,0.0897855133360764,-0.0859298170091802,-0.214814632848659,2.139,-0.131354527836866,0.136940758420962,0.17099496997807,-0.19349,0.19109,-0.611274954538219,0.055581,-0.17275,0.0098889,0.17831,0.210361036718961,0.0,0.0040626,1.10774051528555,-0.236979758680853,0.33393,-0.077615,-0.117069511331299,-0.342179513306768,0.330560451758615,0.090291,-0.159594623907061,-0.422779487625666,0.32396,-0.14326,-0.13151496264804,0.353609874817653,0.0173455143757972,-0.303734493595396,0.294475512019096,-0.023069,0.101760122113342,0.218165367151341,-0.0542546420675161,-0.848324549740316,0.0425526511946346,-0.18236967394362,-0.020504484376538,0.21531,-0.073546,-0.32566,0.691030515701441,0.908603830791266,-0.003807,-0.12319,0.112290336176329,2.0763,0.086752,0.16622,-0.200765539484919,0.121620488668701,0.118995409086743,0.188466718748489,0.530305384757278,0.143514297417635,-0.0589447434749386,-0.21058,-0.46607,0.375275513336076,-0.27817,-1.0623,-0.19116,0.92642032605638,0.065139,-0.127089734559334,-0.137644512310369,-0.175389498022873,-0.21535,-0.025087,0.34488,0.070189,-0.083311,0.44378,-0.10818,-0.0729,-0.063496,-0.014113,0.067119,-0.79125,-0.15836,0.23795,0.701465513890594,-0.103044915028839,-0.291219600747282,0.255635053502286,-0.276754761774022,,0.005297,0.0546454090867434,-0.328750870453847,-0.80332,-0.28011,-0.031496,0.91073,-0.204959498022873,0.0669893552000849,0.42389983655594,-0.0523844947737459,0.1708,0.4296,0.37674,0.067059,-0.55327,-0.366425101831958,-0.367645139400525,-0.619395111120128,-0.285914487287756,-0.0436844987246846,0.24529,0.30628,0.0391303694127335,-0.28935449144664,-0.74051,-0.69011,-0.1015,-0.65755,-0.927935321683275,-0.149729653980982,0.370055444090674,0.379695508553361,-0.23466,0.0040355156234618,-0.37505,-0.100384510369557,0.1246,0.95559,0.39465,-0.420004646780916,0.0937754769458496,0.120585514791686,-0.0395894841599295,-0.267880069869218,0.24017,0.35086,0.00064872,-0.16422,0.32381,-0.10439,-0.87238,-0.97486,0.23808,-0.12995,-0.117779529075867,0.132564761826034,0.148490484648448,-0.0497155884210856,0.134170294032984,-0.108371146360888,-1.35368233885005,0.624450429196675,0.0574854203157267,0.359300504611086,0.29707,0.71826,0.50938,0.0069203,-0.13857449248636,0.093552,0.13647,-0.15170052141978,0.0522647720152944,-0.335819531605854,-0.14171,0.390605256525061,0.12378,0.28666984622534,-0.58753,0.52516,0.32097,0.11241,-0.20886,-0.16076,0.10937402362467,0.179630282804001,-0.061886,-0.33097,-0.36173,0.7576,-0.035273,0.032214,-0.668209485026364,-0.19128,-0.196364579684274,-0.16032469772723,0.0960023444774344,0.072958,-0.171740815556625,-0.14413,-0.1027,-0.46415,0.563485508553361,-0.035011737753527,0.320359797185193,0.0121605152855524,-0.63513,-0.2901,-0.26505,0.399055483600062,-0.168359513306768,0.0736255095237668,-0.13382503002193,0.328900336176329,0.205980373883532,0.169025498294783,-0.0639294883534701,0.172587601158139,-0.0532645143204962,-0.0947144947737457,0.109715144581808,0.350369617486854,0.97815,0.149975509523767,-0.068934907334906,-0.240204510369557,-0.0042394841599297,0.0280948021671867,-0.742910696092778,0.279025262486127,0.19955,-0.141265021357592,-0.210119485407595,0.0305828853394545,0.14066,-0.19633,0.034054,-0.23499,-0.31718,0.0733304846484477,0.0294954644692006,1.10327834975622,0.0453937846277005,-0.118824761774022,0.0989405090472278,0.157794772015295,0.0318603951978071,-0.269934491446639,-0.0161994841945872,-0.0127348136214238,0.374264399171586,0.0491205005561746,-0.363134611014524
TCGA-AR-A2LE,1.1237,0.72323,-0.83728,-0.8952,-0.041853,-0.22636,0.020808,-1.8255,-1.5585,-0.33643,-2.9971,-0.91727,1.0407,-0.72101,-1.0547,0.45749,0.4238,-2.187345,1.711845,-0.40187,-1.6828,0.073358,-0.062784,0.72722,-0.76103,0.31738,0.40601,0.056773,-1.2441,0.9452849,0.02331935,0.902155,0.586407,-2.152133,-0.4337063,-0.349,-1.375931,-1.187265,1.168039,0.6496942,0.5279699,0.6784395,-1.9899,-0.56766,-0.007140005,0.55705,0.08918369,-0.2723109,0.7334747,-0.0037768,0.042765,-0.60788,-0.24785,0.26788,2.0187,0.16718,0.57597,-2.2124,1.3561,-0.41258,0.02588003,-1.3036,-1.4982,0.015205,-2.7817,-0.2996456,0.30365,-0.72602,0.06264,0.68955,1.6659,1.264979,-0.73345,0.46478,-0.30428,-0.08921036,0.58326,0.35318,-0.6826813,0.01652487,0.2541998,0.20422,-0.17191,1.2387,-1.64001,-0.49816,1.334265,-1.121992,1.0902,0.68243,0.076586,-0.58459,0.91531,-0.26702,0.79603,0.77074,1.1066,-0.58752,0.91064,0.50744,2.8019,-1.3219,3.8597,0.37497,0.64769,-1.161318,-0.09306004,-0.96161,1.0514,-0.45017,-0.14607,-0.7274103,0.9365449,0.7337798,0.4169999,-2.15592,0.90946,-2.047141,0.63006,1.264999,0.9713447,-0.1470901,-3.0972,1.528385,0.2028299,0.6884648,-1.33065,-0.2622258,-0.68057,1.0255,-0.63451,1.125095,1.341185,0.03420474,-0.8569301,-1.87295,-1.897832,-0.98737,0.1576397,-0.54092,-2.176,-1.4761,-0.23232,0.42586,0.64389,1.1446,-0.54754,-1.1284,-2.03431,-1.6247,-1.345,0.25122,-0.19107,0.29425,-1.1399,-1.1745,0.5228049,-0.17184,0.4243344,0.845425,-0.03973524,0.02419501,0.71492,0.22866,0.4063815,-0.2409,2.11922,0.1881934,-1.2427,0.759465,1.8455,-0.089555,0.65594,0.26576,0.46505,0.52258,-1.9088,0.018997,-0.088428,-2.554,0.20855,0.23757,0.506815,0.47179,-1.3614,1.498389,-2.108661,-1.1687,-0.94961,-0.68723,-2.49241,-0.09030115,-1.293115,-1.670431,0.5207199,-0.5901051,-0.7084551,0.5933,-0.03553506,-0.90337,0.87869,0.042389,0.68811,0.59767,-0.4835102,-1.465121,-1.32625,0.3587849,-1.54513,0.3825848,2.7933,-0.7121802,-2.576582,-0.7205802,-0.1150851,0.09646451,1.2528,2.7922,-0.8981203,-0.26683,1.280975,0.2136099,0.25787,-2.07711,-1.378665,-0.1971705,-0.32265,0.40168,0.04151954,0.50415,-1.3103,-0.46174,0.65179,0.6231655,-1.482466,-1.4768,-1.396565,-0.2337353,0.60395,1.0152,0.00856498,-0.907255,-0.2061051,1.0937,-0.4014101,-0.213425,-0.089888,0.67175,0.1989695,-1.601136,-0.13151,-0.9147,-0.50758,0.44557,0.5965846,-1.4037,0.4554798,-1.36843,1.208847,1.494535,0.55274,1.4631,-0.28394,-1.0975,0.06575501,-3.030552,-1.2385,0.042839,0.08598483,0.17328,-1.5297,-1.2091,-0.961321,0.814085,0.7369999,-1.131299,-1.78826,-0.3395812,-0.2624303,1.2878,-0.029555,0.70041,-0.86027,-0.15458,0.93211,-0.8988652,1.0704,0.9783548,0.56156,0.813105,-0.61892,0.89817,0.27226,1.0309,0.92008,-0.3028,-0.31015,0.64153,-0.9558,-0.83702,0.92404,-0.24094,1.1204,0.97274,-2.19713,-1.8211,-0.1369651,-1.88835,0.8423497,,0.28909,0.4820599,-0.1852664,-0.42853,0.82454,0.045499,-0.41331,-0.950515,0.4745838,0.1828743,0.8247,0.19523,-0.84969,0.74139,-0.50401,0.59134,-0.1871906,0.1142994,-0.5774606,0.46404,0.37629,-0.17165,-0.51993,-1.398915,-0.01488,-0.43301,0.0099527,0.45968,-0.89305,-2.155351,0.8208248,-0.6470501,-0.18094,0.89955,0.03027001,0.34042,0.37819,-0.20055,-0.51908,-0.46604,-0.3383802,0.30251,0.31921,-0.09193499,0.2746144,2.0291,-0.1639,-0.099031,0.59502,-0.16383,1.2137,-2.168,-0.9069,-0.69631,0.9788,-1.034195,0.5893493,-1.757485,0.3967289,0.2281748,-0.1538367,-1.879058,-2.350935,0.6508799,0.705705,-1.9552,-0.42229,-0.41442,-0.054189,0.06391,0.56826,0.087555,1.378294,1.135689,0.664845,0.92897,0.3360397,-0.077464,-0.6950057,-1.4148,-1.1958,0.07558,0.01638,0.47948,0.74845,0.06829852,0.7052648,-0.22356,0.57409,0.0,-0.0083199,-0.67288,1.2376,-0.623115,-0.8702,0.2478399,0.5869298,-2.556133,0.77403,-1.250916,-1.9254,0.45226,-0.1585,-2.32657,-0.1632372,-2.325256,-0.352095,-0.82269,-1.1565,0.38665,-0.72527,-0.280575,0.57856,0.6906295,-0.6323252,-0.8794451,0.83064,0.253965,0.2936221,0.13863,0.71606,-0.4276604,-0.9119859,-1.1459,-0.11529,-1.34982,0.08101998,-0.320545,-2.539351,-1.075016,0.6217798,0.67336,0.3547495,2.330855,0.5666574,-0.31537,0.49015,-0.71433,-0.36459,0.58954,-2.933175,-2.34972,-0.2486872,1.103838,-0.06801027,0.515115,0.9184993,0.6880349,0.0,-0.508365,0.9007697,0.1772489,-1.218875,0.06423988
